id,brand,line,format,life_stage,breed_size,primary_proteins,grain_free,ingredients,allergen_tags,protein_pct,fat_pct,ash_pct,fiber_pct,moisture_pct,calcium_pct,phosphorus_pct,omega_6_fatty_acids,omega_3_fatty_acids,DHA,EPA,kcal_per_cup,kcal_per_kg,kibble_size,tags,size_kg,price,price_per_kg,retailer,image,source_url,updated_at
Performatrin-Ultra-Limited-Ingredient-Sweet-Potato-And-Venison-Adult,Performatrin Ultra,Limited Ingredient Sweet Potato & Venison Recipe Adult,dry,adult,all,Venison,TRUE,"Sweet Potato, Venison, Peas, Pea Starch, Potato Protein, Pea Protein, Dried Peas, Venison Meal, Canola Oil (preserved with Mixed Tocopherols and Citric Acid), Coconut Oil, Flaxseed, Natural Flavour, Pea Fibre, Salt, Choline Chloride, DL-Methionine, Monocalcium Phosphate, Calcium Carbonate, Marine Microalgae Oil,  Taurine, Yucca Schidigera Extract, Rosemary Extract, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).",venison,21.0,11.0,0,4.5,10.0,0,0,1.0,0.75,0.05,0,380,3382,regular,"limited-ingredient,grain-free,adult,heart-health,dry",10.88,118.99,10.94,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06351_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-limited-ingredient-sweet-potato-venison-recipe-adult-dog-food/FCM06351,2026-03-12
Performatrin-Ultra-Wholesome-Grains-Chicken-And-Brown-Rice-Adult,Performatrin Ultra,Wholesome Grains Chicken & Brown Rice Recipe Adult,dry,adult,all,"Chicken,Salmon",FALSE,"Chicken, Chicken Meal, Brown Rice, Oatmeal, Rice, Pearled Barley, Spray Dried Egg Product, Salmon Meal, Millet, Rye, Dried Tomato Pomace, Chicken Fat (preserved with Mixed Tocopherols and Citric Acid), Natural Flavour, Salmon Oil (preserved with Mixed Tocopherols and Citric Acid), Dehydrated Alfalfa Meal, Peas, Potassium Chloride, Salt, Flaxseed, Sweet Potatoes, Carrots, Cranberries, Chicory Root Extract, Dried Kelp, Choline Chloride, DL-Methionine, Taurine, Apples, Blueberries, Pumpkin, Dried Yeast, Blackberries, Spinach, Ginger, Oregano, Yucca Schidigera Extract, Dandelion, Parsley, Chamomile, Garlic, Rosemary Extract, Dried Lactobacillus acidophilus Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Bifidobacterium bifidum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).","chicken,fish,egg",22.0,12.0,0,4.0,10.0,1.0,0.7,1.5,0.35,0,0,387,3444,regular,"adult,probiotics,heart-health,skin-coat,dry",10.88,69.99,6.43,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06323_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-wholesome-grains-chicken-brown-rice-recipe-adult-dog-food/FCM06323,2026-03-12
Performatrin-Ultra-Wholesome-Grains-Chicken-And-Brown-Rice-Puppy,Performatrin Ultra,Wholesome Grains Chicken & Brown Rice Recipe Puppy,dry,puppy,all,"Chicken,Salmon",FALSE,"Chicken, Chicken Meal, Brown Rice, Oatmeal, Salmon Meal, Spray Dried Egg Product, Rice, Pearled Barley, Chicken Fat (preserved with Mixed Tocopherols and Citric Acid), Dried Tomato Pomace, Millet, Natural Flavour, Salmon Oil (preserved with Mixed Tocopherols and Citric Acid), Dehydrated Alfalfa Meal, Peas, Dried Skim Milk, Salt, Potassium Chloride, Sweet Potatoes, Carrots, Cranberries, Monocalcium Phosphate, Flaxseed, Chicory Root Extract, Dried Kelp, Choline Chloride, Pumpkin, Apples, Blueberries, DL-Methionine, Dried Yeast, Taurine, Blackberries, Spinach, Ginger, Oregano, Yucca Schidigera Extract, Dandelion, Parsley, Chamomile, Garlic, Rosemary Extract, Dried Lactobacillus acidophilus Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Bifidobacterium bifidum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).","chicken,fish,egg,dairy",28.0,16.0,0,4.0,10.0,1.2,0.9,2.0,0.5,0.1,0,415,3770,regular,"puppy,probiotics,heart-health,skin-coat,dry",10.9,69.99,6.42,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06352_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-wholesome-grains-chicken-brown-rice-recipe-puppy-dog-food/FCM06352,2026-03-12
Performatrin-Ultra-Wholesome-Grains-Chicken-And-Brown-Rice-Small-Bite-Adult,Performatrin Ultra,Wholesome Grains Chicken & Brown Rice Recipe Small Bite Adult,dry,adult,small,"Chicken,Salmon",FALSE,"Chicken, Chicken Meal, Brown Rice, Oatmeal, Rice, Pearled Barley, Spray Dried Egg Product, Salmon Meal, Millet, Rye, Dried Tomato Pomace, Chicken Fat (preserved with Mixed Tocopherols and Citric Acid), Natural Flavour, Salmon Oil (preserved with Mixed Tocopherols and Citric Acid), Dehydrated Alfalfa Meal, Peas, Potassium Chloride, Salt, Flaxseed, Sweet Potatoes, Carrots, Cranberries, Chicory Root Extract, Dried Kelp, Choline Chloride, DL-Methionine, Taurine, Apples, Blueberries, Pumpkin, Dried Yeast, Blackberries, Spinach, Ginger, Oregano, Yucca Schidigera Extract, Dandelion, Parsley, Chamomile, Garlic, Rosemary Extract, Lactobacillus acidophilus Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Bifidobacterium bifidum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).","chicken,fish,egg",22.0,12.0,0,4.0,10.0,1.0,0.7,1.5,0.35,0,0,415,3694,small,"adult,small-breed,probiotics,heart-health,skin-coat,dry",5.44,44.99,8.27,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06324_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-wholesome-grains-chicken-brown-rice-recipe-small-bite-adult-dog-food/FCM06324,2026-03-12
Performatrin-Ultra-Wholesome-Grains-Healthy-Weight-Salmon-Adult,Performatrin Ultra,Wholesome Grains Healthy Weight Recipe with Salmon Adult,dry,adult,all,"Salmon,Chicken",FALSE,"Salmon, Salmon Meal (source of Glucosamine and Chondroitin Sulfate), Brown Rice, Chicken Meal (source of Glucosamine and Chondroitin Sulfate), Oatmeal, Rice, Pearled Barley, Peas, Spray Dried Egg Product, Pea Protein, Dried Tomato Pomace, Natural Flavour, Pea Fibre, Dehydrated Alfalfa Meal, Chicken Fat (preserved with Mixed Tocopherols and Citric Acid), Dried Whey Protein Concentrate, Olive Oil (preserved with Mixed Tocopherols and Citric Acid), Salt, Sweet Potatoes, Carrots, Pumpkin, Cranberries, Chicken Cartilage (source of Chondroitin Sulfate),  L-Leucine, Chicory Root Extract, Dried Kelp, Choline Chloride, Apples, Blueberries, Flaxseed, DL-Methionine, Dried Yeast, Taurine, Blackberries, Spinach, L-Carnitine, Ginger, Oregano, Yucca Schidigera Extract, Dandelion, Parsley, Chamomile, Green Tea Extract, Garlic, Rosemary Extract, Dried Lactobacillus acidophilus Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Bifidobacterium bifidum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).","chicken,fish,egg,dairy",28.0,8.0,0,6.0,10.0,1.0,0.8,0,0,0,0,362,3222,regular,"low-fat,high-fiber,weight-management,adult,probiotics,joint-support,heart-health,l-carnitine,dry",10.88,95.99,8.82,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06342_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-wholesome-grains-healthy-weight-recipe-with-salmon-adult-dog-food/FCM06342,2026-03-12
Performatrin-Ultra-Wholesome-Grains-Healthy-Weight-Salmon-Small-Bite-Adult,Performatrin Ultra,Wholesome Grains Healthy Weight Recipe with Salmon Small Bite Adult,dry,adult,small,"Salmon,Chicken",FALSE,"Salmon, Salmon Meal (source of Glucosamine and Chondroitin Sulfate), Brown Rice, Chicken Meal (source of Glucosamine and Chondroitin Sulfate), Oatmeal, Rice, Pearled Barley, Peas, Spray Dried Egg Product, Pea Protein, Dried Tomato Pomace, Natural Flavour, Pea Fibre, Dehydrated Alfalfa Meal, Chicken Fat (preserved with Mixed Tocopherols and Citric Acid), Dried Whey Protein Concentrate, Olive Oil (preserved with Mixed Tocopherols and Citric Acid), Salt, Sweet Potatoes, Carrots, Pumpkin, Cranberries, Chicken Cartilage (source of Chondroitin Sulfate),  L-Leucine, Chicory Root Extract, Dried Kelp, Choline Chloride, Apples, Blueberries, Flaxseed, DL-Methionine, Dried Yeast, Taurine, Blackberries, Spinach, L-Carnitine, Ginger, Oregano, Yucca Schidigera Extract, Dandelion, Parsley, Chamomile, Green Tea Extract, Garlic, Rosemary Extract, Dried Lactobacillus acidophilus Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Bifidobacterium bifidum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).","chicken,fish,egg,dairy",28.0,8.0,0,6.0,10.0,1.0,0.8,0,0,0,0,395,3516,small,"low-fat,high-fiber,weight-management,adult,small-breed,probiotics,joint-support,heart-health,l-carnitine,dry",5.44,59.99,11.03,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06343_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-wholesome-grains-healthy-weight-recipe-with-salmon-small-bite-adult-dog-food/FCM06343,2026-03-12
Performatrin-Ultra-Wholesome-Grains-Lamb-And-Brown-Rice-Adult,Performatrin Ultra,Wholesome Grains Lamb & Brown Rice Recipe Adult,dry,adult,all,Lamb,FALSE,"Lamb, Lamb Meal, Brown Rice, Oatmeal, Rice, Pearled Barley, Spray Dried Egg Product, Millet, Salmon Meal, Dried Tomato Pomace, Natural Flavour, Rye, Canola Oil (preserved with Mixed Tocopherols and Citric Acid), Dehydrated Alfalfa Meal, Salmon Oil (preserved with Mixed Tocopherols and Citric Acid), Peas, Potassium Chloride, Salt, Sweet Potatoes, Carrots, Cranberries, Chicory Root Extract, Dried Kelp, Flaxseed, Choline Chloride, DL-Methionine, Taurine, Apples, Blueberries, Pumpkin,  Dried Yeast, Blackberries, Spinach, Ginger, Oregano, Yucca Schidigera Extract, Dandelion, Parsley, Chamomile, Garlic, Rosemary Extract, Dried Lactobacillus acidophilus Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Bifidobacterium bifidum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).","lamb,fish,egg",22.0,12.0,0,4.5,10.0,1.0,0.8,1.0,0.35,0,0,379,3373,regular,"adult,probiotics,heart-health,skin-coat,dry",10.88,74.99,6.89,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06325_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-wholesome-grains-lamb-brown-rice-recipe-adult-dog-food/FCM06325,2026-03-12
Performatrin-Ultra-Wholesome-Grains-Lamb-And-Brown-Rice-Puppy,Performatrin Ultra,Wholesome Grains Lamb & Brown Rice Recipe Puppy,dry,puppy,all,"Lamb,Salmon",FALSE,"Lamb, Lamb Meal, Brown Rice, Oatmeal, Salmon Meal, Rice, Spray Dried Egg Product, Pearled Barley, Whitefish Meal, Canola Oil (preserved with Mixed Tocopherols and Citric Acid), Dried Tomato Pomace, Natural Flavour, Dehydrated Alfalfa Meal, Salmon Oil (preserved with mixed Tocopherols and Citric Acid), Peas, Dried Skim Milk, Salt, Potassium Chloride, Sweet Potatoes, Carrots, Cranberries, Chicory Root Extract, Dried Kelp, Flaxseed, Choline Chloride, Apples, Blueberries, Pumpkin, DL- Methionine, Dried Yeast, Taurine, Blackberries, Spinach, Ginger, Oregano, Yucca Schidigera Extract, Dandelion, Parsley, Chamomile, Garlic, Rosemary Extract, Dried Lactobacillus acidophilus Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Bifidobacterium bifidum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [Source of Vitamin C], Niacin Supplement, D-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).","lamb,fish,egg,dairy",28.0,16.0,0,4.0,10.0,1.2,0.9,2.0,0.75,0.1,0,408,3631,regular,"puppy,probiotics,heart-health,skin-coat,dry",10.9,74.99,6.88,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06353_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-wholesome-grains-lamb-brown-rice-recipe-puppy-dog-food/FCM06353,2026-03-12
Performatrin-Ultra-Wholesome-Grains-Lamb-And-Brown-Rice-Small-Bite-Adult,Performatrin Ultra,Wholesome Grains Lamb & Brown Rice Recipe Small Bite Adult,dry,adult,small,Lamb,FALSE,"Lamb, Lamb Meal, Brown Rice, Oatmeal, Rice, Pearled Barley, Spray Dried Egg Product, Millet, Salmon Meal, Dried Tomato Pomace, Natural Flavour, Rye, Canola Oil (preserved with Mixed Tocopherols and Citric Acid), Dehydrated Alfalfa Meal, Salmon Oil (preserved with Mixed Tocopherols and Citric Acid), Peas, Potassium Chloride, Salt, Sweet Potatoes, Carrots, Cranberries, Chicory Root Extract, Dried Kelp, Flaxseed, Choline Chloride, DL-Methionine, Taurine, Apples, Blueberries, Pumpkin, Dried Yeast, Blackberries, Spinach, Ginger, Oregano, Yucca Schidigera Extract, Dandelion, Parsley, Chamomile, Garlic, Rosemary Extract, Dried Lactobacillus acidophilus Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Bifidobacterium bifidum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).","lamb,fish,egg",22.0,12.0,0,4.5,10.0,1.0,0.8,1.0,0.35,0,0,407,3622,small,"adult,small-breed,probiotics,heart-health,skin-coat,dry",5.44,49.99,9.19,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06326_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-wholesome-grains-lamb-brown-rice-recipe-small-bite-adult-dog-food/FCM06326,2026-03-12
Performatrin-Ultra-Wholesome-Grains-Meadow,Performatrin Ultra,Wholesome Grains Meadow Recipe,dry,all,all,"Lamb,Herring,Duck",FALSE,"Lamb, Herring Meal, Oatmeal, Pearled Barley, Duck Meal, Millet, Rye, Spray Dried Egg Product, Canola Oil (preserved with Mixed Tocopherols and Citric Acid), Quinoa, Natural Flavour, Dried Tomato Pomace, Flaxseed, Dehydrated Alfalfa Meal, Salmon Oil (preserved with Mixed Tocopherols and Citric Acid), Potassium Chloride, Monocalcium Phosphate, Chicory Root Extract, Dried Kelp, Choline Chloride, DL-Methionine, Dried Yeast, Taurine, Dried Sweet Potato, Dried Carrots, Dried Apples, Dried Cranberries, Dried Blueberries, Salt, Ginger, Oregano, Yucca Schidigera Extract, Dandelion, Chamomile, Parsley,  Garlic, Rosemary Extract, Dried Lactobacillus acidophilus Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Bifidobacterium bifidum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).","lamb,fish,egg,duck",28.0,14.0,0,4.0,10.0,0,0,1.8,0.8,0.1,0,395,3516,regular,"all-life-stages,probiotics,heart-health,skin-coat,dry",10.88,95.99,8.82,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06327_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-wholesome-grains-meadow-recipe-dog-food/FCM06327,2026-03-12
Performatrin-Ultra-Wholesome-Grains-Plant-Based-Adult,Performatrin Ultra,Wholesome Grains Plant Based Recipe Adult,dry,adult,all,,FALSE,"Brown Rice, Oatmeal, Pearled Barley, Potato Protein, Millet, Canola Oil (Preserved With Mixed Tocopherols), Dried Tomato Pomace, Coconut Oil, Natural Vegetable Flavor, Monocalcium Phosphate, Dehydrated Alfalfa Meal, Dried Carrots, Dried Spinach, Calcium Carbonate, DL-Methionine, Dried Pumpkin, Dried Blueberries, Potassium Chloride, Marine Microalgae Oil, L-Lysine, L-Threonine, Chicory Root Extract, Dried Kelp, Salt, Choline Chloride, Taurine, Dried Yeast, Parsley, Ginger, Oregano, Turmeric, Cinnamon, Dandelion, Yucca Schidigera Extract, Chamomile, Fennel Seed, Green Tea Extract, Rosemary Extract, Vegan Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [Source Of Vitamin C], Niacin Supplement, D-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).",,20.0,10.0,0,5.0,10.0,0.5,0.4,1.5,0.5,0,0,380,3450,regular,"low-fat,high-fiber,adult,heart-health,dry",9.98,71.99,7.21,PetValu.ca,https://pvimages-prod.azureedge.net/FCM08601_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-wholesome-grains-plant-based-recipe-adult-dog-food/FCM08601,2026-03-12
